,ios_file_size,ios_all_ratings,ios_current_ratings,android_total_ratings,android_avg_rating,android_file_size,android_rating_4,android_rating_5,android_rating_2,android_rating_3,android_rating_1
"2016,10,08,11,00,00",258,223663,3473,"6,605,955",4.1,76,"807,184","4,116,688","268,756","498,295","915,032"
"2016,08,10,19,40,00",106,194409,ios_current_ratings not found,"4,255,599",4.1,61,"531,958","2,646,624","183,558","330,480","562,979"
"2016,08,16,05,20,00",106,202113,8606,"4,810,531",4.1,61,"599,582","2,997,202","205,649","376,410","631,688"
"2016,10,31,05,50,00",259,230438,2232,"6,992,998",4.0,android_file_size not found,"854,984","4,345,810","284,578","527,732","979,894"
"2016,08,22,17,00,00",106,206689,13834,"5,126,000",4.1,61,"636,057","3,196,106","217,491","400,627","675,719"
"2016,09,21,16,10,00",258,220278,2220,"6,273,454",4.1,77,"767,990","3,915,814","255,744","474,058","859,848"
"2016,09,15,13,40,00",260,217950,1616,"6,054,196",4.1,77,"745,367","3,789,461","246,866","460,253","812,249"
"2016,08,15,14,20,00",106,201245,7640,"4,766,784",4.1,61,"594,572","2,969,938","203,820","372,941","625,513"
"2016,08,14,08,50,00",106,200132,6330,"4,669,919",4.1,61,"583,000","2,909,261","199,956","365,002","612,700"
"2016,08,17,15,00,00",106,202991,9609,"4,893,737",4.1,61,"609,392","3,048,523","208,852","383,316","643,654"
"2016,09,13,16,00,00",260,216609,ios_current_ratings not found,"5,935,472",4.1,77,"733,925","3,730,378","243,403","455,358","772,408"
"2016,08,10,11,10,00",106,193285,6802,"4,133,549",4.1,61,"515,120","2,567,796","179,192","320,502","550,939"
"2016,10,24,18,30,00",259,227627,ios_current_ratings not found,"6,834,749",4.0,android_file_size not found,"834,459","4,249,888","278,567","515,697","956,138"
"2016,07,30,19,50,00",104,122089,ios_current_ratings not found,"1,839,321",3.9,60,"246,069","1,063,056","95,647","167,821","266,728"
"2016,08,15,21,10,00",106,201751,8205,"4,791,539",4.1,61,"597,355","2,985,589","204,808","374,848","628,939"
"2016,08,20,21,40,00",106,205526,12514,"5,049,652",4.1,61,"626,981","3,147,390","214,641","394,985","665,655"
"2016,10,31,09,30,00",259,230474,2288,"6,995,261",4.0,android_file_size not found,"855,221","4,347,007","284,679","527,926","980,428"
"2016,09,02,09,10,00",211,212220,5563,"5,567,914",4.1,61,"690,449","3,483,315","232,895","432,064","729,191"
"2016,09,28,02,40,00",258,222012,1498,"6,461,031",4.1,76,"792,302","4,031,880","262,442","487,324","887,083"
"2016,07,21,12,50,00",110,107972,6203,"1,319,394",3.9,58,"171,872","748,562","73,093","121,282","204,585"
"2016,09,26,20,40,00",258,221706,1152,"6,433,000",4.1,76,"788,890","4,015,775","261,291","485,349","881,695"
"2016,09,06,10,40,00",211,214181,7794,"5,687,420",4.1,61,"704,224","3,563,482","237,021","440,629","742,064"
"2016,10,17,04,20,00",251,225832,1364,"6,746,954",4.0,77,"823,969","4,199,492","274,536","508,764","940,193"
"2016,08,15,17,40,00",106,201533,7960,"4,779,210",4.1,61,"596,010","2,977,746","204,299","373,913","627,242"
"2016,07,24,15,00,00",110,113752,12531,"1,537,958",3.9,58,"203,436","879,123","82,695","141,018","231,686"
"2016,08,29,21,50,00",211,211074,4208,"5,475,269",4.1,61,"679,568","3,423,828","229,253","425,048","717,572"
"2016,09,06,00,10,00",211,214098,7701,"5,677,677",4.1,61,"702,958","3,557,078","236,633","439,907","741,101"
"2016,10,19,15,20,00",251,226678,2383,"6,781,291",4.0,77,"828,689","4,218,600","276,159","511,590","946,253"
"2016,10,15,14,00,00",251,225047,295,"6,719,096",4.0,77,"820,736","4,182,760","273,471","506,800","935,329"
"2016,09,13,19,40,00",260,216813,233,"5,953,226",4.1,77,"735,704","3,739,756","243,640","455,807","778,319"
"2016,08,05,18,00,00",104,177472,36591,"2,944,755",4.0,60,"358,447","1,788,383","137,730","233,426","426,769"
"2016,09,26,13,30,00",258,221531,960,"6,417,813",4.1,76,"786,889","4,006,574","260,689","484,295","879,366"
"2016,07,26,01,50,00",110,116413,15410,"1,634,118",3.9,58,"217,470","938,186","86,646","149,177","242,639"
"2016,08,25,17,00,00",211,208290,843,"5,303,845",4.1,61,"660,151","3,312,222","222,828","412,514","696,130"
"2016,08,23,06,40,00",106,207065,14282,"5,155,306",4.1,android_file_size not found,"639,889","3,214,830","218,303","402,616","679,668"
"2016,10,21,23,50,00",251,227162,3075,"6,803,883",4.0,77,"831,142","4,231,639","277,168","513,378","950,556"
"2016,10,19,22,30,00",251,226730,2536,"6,784,994",4.0,77,"829,072","4,220,742","276,313","511,904","946,963"
"2016,08,06,04,20,00",104,179054,38285,"3,104,926",4.0,60,"375,897","1,897,030","143,332","243,941","444,726"
"2016,09,12,13,30,00",211,216189,10155,"5,883,795",4.1,android_file_size not found,"727,218","3,697,034","242,158","452,417","764,968"
"2016,10,03,17,00,00",258,223050,2710,"6,552,557",4.1,76,"801,624","4,085,830","266,442","494,088","904,573"
"2016,10,22,08,50,00",251,227206,3133,"6,806,980",4.0,77,"831,484","4,233,400","277,317","513,621","951,158"
"2016,08,24,17,30,00",106,208290,843,"5,252,558",4.1,61,"653,494","3,279,184","220,997","408,939","689,944"
"2016,09,30,06,30,00",258,222351,1909,"6,493,774",4.1,76,"795,867","4,050,571","263,895","489,883","893,558"
"2016,09,18,10,40,00",258,219246,1032,"6,186,149",4.1,77,"758,859","3,865,572","251,899","468,139","841,680"
"2016,09,27,11,50,00",258,221846,1301,"6,444,716",4.1,76,"790,419","4,022,440","261,771","486,210","883,876"
"2016,10,14,22,00,00",251,224869,96,"6,707,359",4.0,77,"819,302","4,175,861","273,012","505,941","933,243"
"2016,10,09,03,20,00",258,223826,3676,"6,616,707",4.1,76,"808,215","4,123,317","269,179","499,086","916,910"
"2016,08,24,09,10,00",106,208040,545,"5,226,689",4.1,61,"649,917","3,262,188","220,207","407,134","687,243"
"2016,10,20,06,10,00",251,226790,2612,"6,787,297",4.0,77,"829,334","4,221,888","276,453","512,115","947,507"
"2016,09,15,08,00,00",260,217866,1520,"6,045,514",4.1,77,"744,548","3,784,919","246,537","459,814","809,696"
"2016,08,16,01,20,00",106,201936,8409,"4,802,260",4.1,61,"598,618","2,992,284","205,261","375,680","630,417"
"2016,09,15,03,10,00",260,217795,1430,"6,040,108",4.1,77,"743,957","3,782,363","246,312","459,465","808,011"
"2016,10,16,02,50,00",251,225429,783,"6,731,130",4.0,77,"822,354","4,190,459","273,769","507,622","936,926"
"2016,09,05,02,51,00",211,213605,7143,"5,655,987",4.1,61,"700,446","3,542,401","235,922","438,373","738,845"
"2016,10,21,08,20,00",251,227018,2911,"6,796,173",4.0,77,"830,316","4,226,907","276,855","512,826","949,269"
"2016,10,03,04,30,00",258,222986,2635,"6,544,826",4.1,76,"800,815","4,081,321","266,063","493,520","903,107"
"2016,10,29,03,30,00",259,229615,1305,"6,950,008",4.0,android_file_size not found,"850,990","4,320,874","282,736","524,680","970,728"
"2016,10,11,02,00,00",258,224175,4090,"6,639,302",4.0,android_file_size not found,"810,516","4,136,301","270,226","500,910","921,349"
"2016,07,22,07,00,00",110,109777,8196,"1,370,721",3.9,58,"179,345","779,256","75,228","125,886","211,006"
"2016,10,23,17,40,00",251,227476,3456,"6,824,549",4.0,android_file_size not found,"833,233","4,244,082","278,062","514,929","954,243"
"2016,08,19,18,00,00",106,204659,11542,"5,000,803",4.1,61,"621,497","3,115,656","212,876","391,488","659,286"
"2016,08,30,11,10,00",211,211240,4462,"5,488,339",4.1,61,"681,160","3,432,220","229,763","425,991","719,205"
"2016,10,14,12,10,00",251,224753,ios_current_ratings not found,"6,701,495",4.0,77,"818,620","4,172,312","272,784","505,564","932,215"
"2016,10,02,07,30,00",258,222748,2362,"6,530,830",4.1,76,"799,459","4,072,911","265,479","492,472","900,509"
"2016,08,12,19,10,00",106,198477,4057,"4,494,321",4.1,61,"562,881","2,797,710","192,919","350,605","590,206"
"2016,08,22,11,00,00",106,206553,13668,"5,119,128",4.1,61,"635,265","3,191,685","217,240","400,133","674,805"
"2016,10,06,08,10,00",258,223360,3103,"6,577,516",4.1,76,"804,331","4,099,775","267,621","496,153","909,636"
"2016,08,19,19,20,00",106,204822,11724,"5,000,803",4.1,61,"621,497","3,115,656","212,876","391,488","659,286"
"2016,09,26,17,30,00",258,221632,1073,"6,425,896",4.1,76,"788,003","4,011,489","260,998","484,849","880,557"
"2016,08,30,11,20,00",211,211280,4462,"5,488,339",4.1,61,"681,160","3,432,220","229,763","425,991","719,205"
"2016,09,29,05,20,00",258,222192,1717,"6,479,744",4.1,76,"794,384","4,042,556","263,262","488,763","890,779"
"2016,08,18,21,20,00",106,204144,10932,"4,956,794",4.1,61,"616,514","3,088,028","211,223","388,096","652,933"
"2016,09,18,20,50,00",258,219551,1375,"6,208,893",4.1,77,"761,118","3,878,852","252,810","469,514","846,599"
"2016,07,30,20,50,00",104,122089,ios_current_ratings not found,"1,839,321",3.9,60,"246,069","1,063,056","95,647","167,821","266,728"
"2016,08,18,04,50,00",106,203727,10459,"4,927,486",4.1,61,"613,222","3,069,547","210,109","385,902","648,706"
"2016,08,31,13,10,00",211,211619,4861,"5,522,334",4.1,61,"685,152","3,453,954","231,191","428,603","723,434"
"2016,08,15,13,10,00",106,201245,7640,"4,766,784",4.1,61,"594,572","2,969,938","203,820","372,941","625,513"
"2016,08,24,09,00,00",106,208040,545,"5,226,689",4.1,61,"649,917","3,262,188","220,207","407,134","687,243"
"2016,10,18,23,10,00",251,226415,2151,"6,774,399",4.0,77,"827,858","4,214,813","275,796","511,026","944,906"
"2016,09,17,18,00,00",258,218966,720,"6,159,303",4.1,77,"755,990","3,849,407","250,873","466,479","836,554"
"2016,09,04,12,31,00",211,213223,6701,"5,634,336",4.1,61,"698,058","3,527,770","235,121","436,866","736,521"
"2016,08,30,21,00,00",211,211411,4626,"5,505,136",4.1,61,"683,068","3,443,158","230,498","427,186","721,226"
"2016,09,01,06,40,00",211,211855,5147,"5,538,127",4.1,61,"687,045","3,464,082","231,791","429,797","725,412"
"2016,08,27,10,20,00",211,209901,2806,"5,375,942",4.1,61,"668,466","3,359,177","225,484","417,743","705,072"
"2016,09,05,17,00,00",211,213868,7447,"5,673,114",4.1,61,"702,408","3,554,013","236,480","439,601","740,612"
"2016,10,03,22,30,00",258,223078,2741,"6,553,684",4.1,76,"801,791","4,086,178","266,520","494,238","904,957"
"2016,09,30,13,50,00",258,222378,1945,"6,499,558",4.1,76,"796,450","4,053,967","264,113","490,295","894,733"
"2016,09,01,12,10,00",211,211903,5198,"5,547,279",4.1,61,"688,103","3,469,887","232,172","430,510","726,607"
"2016,10,12,06,00,00",258,224252,4191,"6,654,240",4.0,android_file_size not found,"812,419","4,145,117","270,943","502,061","923,700"
"2016,08,04,21,10,00",104,173344,32009,android_total_ratings not found,android_avg_rating not found,60,,android_rating not found,,,
"2016,09,13,01,00,00",211,216424,10440,"5,910,397",4.1,android_file_size not found,"730,549","3,714,253","242,771","453,829","768,995"
"2016,08,10,20,30,00",106,194409,ios_current_ratings not found,"4,255,599",4.1,61,"531,958","2,646,624","183,558","330,480","562,979"
"2016,07,25,07,00,00",110,114769,13633,"1,579,179",3.9,58,"209,558","904,916","84,271","144,431","236,003"
"2016,08,19,23,00,00",106,204822,11724,"5,009,373",4.1,61,"622,396","3,121,338","213,166","392,073","660,400"
"2016,08,26,05,00,00",211,208290,843,"5,325,577",4.1,61,"662,692","3,326,511","223,617","414,124","698,633"
"2016,09,09,13,40,00",211,215130,8896,"5,761,657",4.1,61,"713,102","3,613,349","239,556","445,891","749,759"
"2016,08,26,19,50,00",211,208290,843,"5,355,811",4.1,61,"666,165","3,346,167","224,733","416,268","702,478"
"2016,08,08,20,10,00",106,187322,ios_current_ratings not found,"3,671,558",4.0,61,"443,348","2,255,778","166,654","287,236","518,542"
"2016,08,25,08,40,00",211,208290,843,"5,286,393",4.1,61,"657,933","3,301,231","222,118","411,241","693,870"
"2016,10,14,23,50,00",251,224965,198,"6,709,984",4.0,77,"819,615","4,177,425","273,102","506,129","933,713"
"2016,08,30,09,00,00",211,211240,4411,"5,488,339",4.1,61,"681,160","3,432,220","229,763","425,991","719,205"
"2016,08,26,18,30,00",211,208290,843,"5,348,087",4.1,61,"665,309","3,340,895","224,476","415,786","701,621"
"2016,09,18,08,10,00",258,219246,1032,"6,186,149",4.1,77,"758,859","3,865,572","251,899","468,139","841,680"
"2016,10,01,09,50,00",258,222551,2139,"6,514,510",4.1,76,"797,902","4,063,001","264,790","491,356","897,461"
"2016,08,14,21,10,00",106,200767,7084,"4,718,500",4.1,61,"588,623","2,940,476","201,843","368,732","618,826"
"2016,09,11,07,10,00",211,215660,9531,"5,827,084",4.1,android_file_size not found,"720,567","3,658,032","241,072","449,471","757,942"
"2016,07,22,08,50,00",110,109991,8435,"1,389,049",3.9,58,"181,820","788,267","76,578","127,976","214,408"
"2016,09,29,03,30,00",258,222192,1717,"6,478,260",4.1,76,"794,218","4,041,754","263,171","488,633","890,484"
"2016,10,15,21,30,00",251,225280,598,"6,727,665",4.0,77,"821,871","4,188,298","273,672","507,355","936,469"
"2016,10,20,00,50,00",251,226790,2612,"6,784,994",4.0,77,"829,072","4,220,742","276,313","511,904","946,963"
"2016,08,05,10,00,00",104,175606,34535,"2,852,729",4.0,60,"348,215","1,728,332","133,845","226,795","415,542"
"2016,08,14,02,20,00",106,199908,6072,"4,641,478",4.1,61,"579,672","2,891,839","198,741","362,624","608,602"
"2016,08,10,03,00,00",106,192180,6019,"4,040,383",4.1,61,"500,660","2,506,470","176,393","313,373","543,487"
"2016,10,12,10,30,00",258,224252,4191,"6,656,009",4.0,android_file_size not found,"812,647","4,146,113","271,049","502,205","923,995"
"2016,10,19,02,30,00",251,226557,2313,"6,775,803",4.0,77,"828,030","4,215,558","275,872","511,156","945,187"
"2016,09,08,18,00,00",211,214978,8714,"5,743,105",4.1,61,"710,934","3,600,933","238,904","444,573","747,761"
"2016,09,08,21,30,00",211,215023,8771,"5,747,354",4.1,61,"711,419","3,603,877","239,042","444,843","748,173"
"2016,10,21,04,40,00",251,226974,2857,"6,795,071",4.0,77,"830,205","4,226,302","276,801","512,725","949,038"
"2016,08,06,20,30,00",104,182053,41526,"3,281,743",4.0,60,"395,833","2,010,353","150,408","256,729","468,420"
"2016,10,15,09,20,00",251,225047,295,"6,715,150",4.0,77,"820,304","4,180,364","273,331","506,545","934,606"
"2016,09,08,02,50,00",211,214821,8534,"5,728,865",4.1,61,"709,161","3,591,532","238,357","443,571","746,244"
"2016,10,26,01,10,00",259,228082,658,"6,858,865",4.0,android_file_size not found,"837,908","4,264,134","279,774","517,718","959,331"
"2016,09,03,03,00,00",211,212544,5936,"5,590,064",4.1,61,"693,083","3,498,205","233,650","433,622","731,504"
"2016,08,02,15,40,00",104,164956,22722,"2,049,983",3.9,60,"268,601","1,152,529","108,571","180,574","339,708"
"2016,09,24,03,50,00",258,220870,144,"6,325,377",4.1,76,"773,762","3,947,107","257,738","477,753","869,017"
"2016,08,20,23,20,00",106,205650,12514,"5,058,139",4.1,61,"627,966","3,153,000","214,949","395,575","666,649"
"2016,08,27,14,20,00",211,209959,2875,"5,385,237",4.1,61,"669,519","3,365,247","225,787","418,487","706,197"
"2016,10,14,09,10,00",251,224753,529,"6,698,192",4.0,77,"818,217","4,170,369","272,651","505,315","931,640"
"2016,07,28,01,50,00",110,118953,18179,"1,727,725",3.9,58,"230,849","993,854","90,911","158,105","254,006"
"2016,08,04,19,40,00",104,173344,32009,android_total_ratings not found,android_avg_rating not found,60,,android_rating not found,,,
"2016,08,31,03,30,00",211,211488,4712,"5,509,347",4.1,61,"683,652","3,445,804","230,659","427,546","721,686"
"2016,08,08,04,30,00",104,185978,45763,"3,537,992",4.0,60,"426,415","2,171,153","161,243","276,816","502,365"
"2016,08,01,07,40,00",104,145942,ios_current_ratings not found,"1,973,793",3.9,60,"261,664","1,123,889","102,664","174,776","310,800"
"2016,08,19,03,40,00",106,204331,11147,"4,971,480",4.1,61,"618,187","3,097,375","211,753","389,247","654,918"
"2016,07,23,22,50,00",110,112856,11566,"1,478,893",3.9,58,"194,810","840,977","80,634","136,578","225,894"
"2016,10,31,19,30,00",259,230525,2353,"7,000,917",4.0,android_file_size not found,"855,800","4,350,128","284,956","528,354","981,679"
"2016,07,22,08,40,00",110,109991,8435,"1,389,049",3.9,58,"181,820","788,267","76,578","127,976","214,408"
"2016,10,15,23,00,00",251,225280,598,"6,727,665",4.0,77,"821,871","4,188,298","273,672","507,355","936,469"
"2016,07,24,13,20,00",110,113752,12531,"1,537,958",3.9,58,"203,436","879,123","82,695","141,018","231,686"
"2016,10,12,13,50,00",258,224252,4191,"6,658,855",4.0,77,"812,972","4,147,732","271,193","502,439","924,519"
"2016,09,16,19,10,00",258,218459,ios_current_ratings not found,"6,110,154",4.1,77,"750,343","3,819,527","249,036","463,296","827,952"
"2016,08,20,06,20,00",106,204972,11899,"5,022,096",4.1,61,"623,853","3,129,461","213,642","393,046","662,094"
"2016,09,23,16,40,00",258,220677,2690,"6,310,753",4.1,android_file_size not found,"771,959","3,937,481","257,338","476,787","867,188"
"2016,10,08,19,50,00",258,223780,3625,"6,612,297",4.1,76,"807,788","4,120,643","268,977","498,756","916,133"
"2016,09,14,20,50,00",260,217644,1247,"6,022,274",4.1,77,"742,056","3,773,266","245,671","458,429","802,852"
"2016,07,28,08,00,00",110,119147,18388,"1,734,126",3.9,58,"231,764","997,328","91,307","158,852","254,875"
"2016,10,07,05,20,00",258,223455,3223,"6,587,716",4.1,76,"805,377","4,105,864","268,024","496,928","911,523"
"2016,08,02,00,50,00",104,160618,17769,"2,020,590",3.9,60,"265,557","1,140,202","106,316","177,966","330,549"
"2016,09,18,10,50,00",258,219246,1032,"6,194,242",4.1,77,"759,714","3,870,287","252,215","468,634","843,392"
"2016,08,17,19,10,00",106,203405,10080,"4,902,303",4.1,61,"610,387","3,053,841","209,175","384,000","644,900"
"2016,08,19,06,10,00",106,204331,11147,"4,977,425",4.1,61,"618,902","3,100,904","211,993","389,735","655,891"
"2016,08,02,01,30,00",104,160618,17769,"2,020,590",3.9,60,"265,557","1,140,202","106,316","177,966","330,549"
"2016,07,30,07,50,00",110,121368,20801,"1,813,601",3.9,android_file_size not found,"242,397","1,046,379","94,770","165,801","264,254"
"2016,09,13,16,30,00",260,216609,ios_current_ratings not found,"5,935,472",4.1,77,"733,925","3,730,378","243,403","455,358","772,408"
"2016,08,17,23,00,00",106,203405,10080,"4,912,451",4.1,61,"611,490","3,060,354","209,529","384,747","646,331"
"2016,10,07,14,00,00",258,223494,3271,"6,593,780",4.1,76,"806,011","4,109,443","268,263","497,390","912,673"
"2016,08,27,04,10,00",211,209793,2672,"5,369,537",4.1,61,"667,736","3,355,096","225,235","417,304","704,166"
"2016,10,31,19,20,00",259,230525,2353,"7,000,917",4.0,android_file_size not found,"855,800","4,350,128","284,956","528,354","981,679"
"2016,09,16,09,20,00",260,218242,1980,"6,086,415",4.1,77,"748,160","3,806,192","248,097","461,969","821,997"
"2016,08,23,10,30,00",106,207105,14328,"5,165,489",4.1,android_file_size not found,"641,262","3,221,194","218,621","403,347","681,065"
"2016,08,23,14,40,00",106,207105,14328,"5,176,545",4.1,android_file_size not found,"642,743","3,228,391","218,935","404,032","682,444"
